Episode,Score,Pipes_Surpassed,Epsilon,Mean_Score_Last_100
2761,1.3101079533570448,6,0.01,-176.42271058913227
2762,-381.67186406990976,0,0.01,-180.47503584760747
2763,-143.31922009715095,0,0.01,-182.0324680327047
2764,-48.64624304514433,26,0.01,-182.88706903924634
2765,-238.2400958445342,0,0.01,-184.77323339380632
2766,45.78530333380177,2,0.01,-177.42540365074402
2767,35.27188770472946,48,0.01,-171.30773416502768
2768,49.632589527548916,3,0.01,-171.31131769050862
2769,-272.2496998640843,0,0.01,-174.28307607274343
2770,-29.565764704020296,5,0.01,-173.94841844716467
2771,1.8464445082103864,2,0.01,-174.3958984176569
2772,24.172175547754243,46,0.01,-172.8700421354805
2773,29.265690310923453,2,0.01,-170.96370394315977
2774,35.766057365905496,2,0.01,-170.73947794745763
2775,-300.16015217616405,0,0.01,-174.1689834918704
2776,2.8329741198650313,10,0.01,-169.36637027324537
2777,-557.7403215127011,0,0.01,-170.0486599520847
2778,-513.2554337606443,0,0.01,-175.3412052842379
2779,-613.4562375721763,0,0.01,-181.6597906634732
2780,-419.13891035400854,0,0.01,-180.37061619066418
2781,2.8122611739899894,21,0.01,-177.94826331410658
2782,40.39688051588762,47,0.01,-177.28305406503625
2783,-476.54800722436835,0,0.01,-182.42644528487742
2784,36.27635292374718,4,0.01,-179.06916507402838
2785,5.297083096794184,2,0.01,-178.74971552129202
2786,38.54639541505471,43,0.01,-177.95736574401303
2787,35.681602413675165,46,0.01,-177.96709179506982
2788,39.88141157339053,16,0.01,-177.17765888593541
2789,-517.7416050851672,0,0.01,-176.6812541360223
2790,28.55075611442736,4,0.01,-175.18336043583088
2791,40.88701367249982,3,0.01,-172.650142698799
2792,-553.1148659895695,0,0.01,-176.91147515077319
2793,-201.17901477017625,0,0.01,-179.17672813265327
2794,-296.6809827849096,0,0.01,-176.20418669106095
2795,37.381489633374585,38,0.01,-175.69875862841045
2796,-627.0421271116267,0,0.01,-178.14864716110384
2797,-673.367933805825,0,0.01,-184.9674458809144
2798,-368.70668980715243,0,0.01,-189.0621297495606
2799,-323.1778603886018,0,0.01,-192.40071348535275
2800,11.984481133835551,1,0.01,-185.66695253792113
2801,-196.5093271013086,0,0.01,-186.5184806993042
2802,-316.1001568949985,0,0.01,-189.97834407589875
2803,-458.9911858476398,0,0.01,-194.6565736258036
2804,-151.24306330482085,0,0.01,-196.48528421710435
2805,-77.11452351402994,0,0.01,-191.98132186702094
2806,-590.2358915352975,0,0.01,-198.2609015982398
2807,17.48086401701122,38,0.01,-198.15246789860387
2808,24.817203186954153,1,0.01,-196.64695182406777
2809,-356.7169533983521,0,0.01,-195.10354089365825
2810,18.166027718925527,39,0.01,-189.10364582161137
2811,-329.8576381579605,0,0.01,-187.39281049146305
2812,-17.383389437876872,31,0.01,-187.66588186129658
2813,14.264749173524127,22,0.01,-187.53380508469115
2814,-16.982197912534104,45,0.01,-187.7382215240742
2815,4.6905067937311475,1,0.01,-187.904355713935
2816,16.363351190115655,44,0.01,-188.03163732541196
2817,-36.480675915142,31,0.01,-186.29435647886038
2818,30.696590707616913,12,0.01,-183.36878460569304
2819,21.63603392597468,5,0.01,-179.67501483727415
2820,2.4150225808462595,2,0.01,-176.14050511302057
2821,35.77258129770669,4,0.01,-173.23951583351283
2822,42.61275126416013,1,0.01,-170.21259583843025
2823,2.6562805631235222,21,0.01,-170.4576599856628
2824,17.77794382243267,26,0.01,-164.72538598973887
2825,22.37751821918114,4,0.01,-159.94508966104547
2826,13.033447781049802,4,0.01,-157.22268544269033
2827,28.66770163254348,4,0.01,-154.41783991938516
2828,-694.0371913898409,0,0.01,-161.4764348935456
2829,36.546270894960436,0,0.01,-154.1193370584056
2830,42.28187556209663,1,0.01,-153.88844354764834
2831,-530.2422949128746,0,0.01,-156.27756834148636
2832,33.51607423143491,3,0.01,-156.004176237119
2833,-174.78545998031328,0,0.01,-152.00539979388094
2834,36.019270208761995,4,0.01,-147.5957234425534
2835,40.07883329051388,12,0.01,-140.32307915862688
2836,13.548781796290113,4,0.01,-140.68743167444754
2837,-319.31535624357565,0,0.01,-144.16521240778
2838,-652.224458295537,0,0.01,-150.87420609825705
2839,-307.8956680697784,0,0.01,-152.02479346372292
2840,-496.07072073128927,0,0.01,-157.13768878590005
2841,-682.578219628047,0,0.01,-164.28166377314795
2842,-48.850580116350386,4,0.01,-161.6164535896358
2843,48.543657035619376,30,0.01,-161.48893800120706
2844,-364.5266121378317,0,0.01,-163.58591900341582
2845,21.04264923413206,8,0.01,-163.72227561578853
2846,-203.77413035208997,0,0.01,-166.242511178747
2847,-99.79338312332823,0,0.01,-165.70693707033038
2848,-133.53868909106777,0,0.01,-161.62368614773968
2849,-102.30253381435682,0,0.01,-162.997419208428
2850,9.68335643527215,5,0.01,-163.07483980768032
2851,-197.6648475880175,0,0.01,-160.8453871128971
2852,13.890820376140068,0,0.01,-161.19943476557867
2853,-654.519088660712,0,0.01,-167.90711324320364
2854,-598.542500404448,0,0.01,-169.4249674191413
2855,-318.8959129699032,0,0.01,-165.9939895855698
2856,-219.96409004333572,0,0.01,-168.38725522361844
2857,-297.43552669773817,0,0.01,-171.77907514139872
2858,-559.264564241722,0,0.01,-177.79399154138957
2859,-573.1540329492327,0,0.01,-177.16642045344037
2860,15.372303214273984,1,0.01,-171.64462470236126
2861,-18.106642325046494,47,0.01,-171.8387922051452
2862,-619.1133267758009,0,0.01,-174.21320683220412
2863,13.453095547716309,40,0.01,-172.6454836757555
2864,-146.05069042959087,0,0.01,-173.61952814959994
2865,-562.3613295492139,0,0.01,-176.86074048664676
2866,-533.7841942425391,0,0.01,-182.65643546241014
2867,-83.72521497301719,0,0.01,-183.84640648918761
2868,-450.07570996451614,0,0.01,-188.8434894841083
2869,-209.7155024739667,0,0.01,-188.2181475102071
2870,-140.81453285439136,0,0.01,-189.3306351917108
2871,14.641413925807509,17,0.01,-189.20268549753482
2872,-534.7998101637331,0,0.01,-194.79240535464967
2873,29.072781552077227,24,0.01,-194.79433444223815
2874,4.9321696719401675,36,0.01,-195.10267331917782
2875,15.218681155178324,23,0.01,-191.9488849858644
2876,-52.816226808336296,0,0.01,-192.5053769951464
2877,-259.2715781559247,0,0.01,-189.5206895615786
2878,-23.277256001338287,1,0.01,-184.62090778398556
2879,-325.3115821798005,0,0.01,-181.73946123006186
2880,22.295412938372156,10,0.01,-177.32511799713805
2881,29.225695176896938,15,0.01,-177.06098365710895
2882,-405.6876381314011,0,0.01,-181.52182884358183
2883,-302.6533870856039,0,0.01,-179.78288264219415
2884,11.45475831882868,4,0.01,-180.03109858824337
2885,-191.4981677932975,0,0.01,-181.9990510971443
2886,32.863872261888666,1,0.01,-182.055876328676
2887,20.107720880288316,1,0.01,-182.21161514400984
2888,2.644036750779658,40,0.01,-182.58398889223596
2889,24.71234495068362,11,0.01,-177.15944939187742
2890,-31.346063874361448,3,0.01,-177.75841759176532
2891,-193.4751631227789,0,0.01,-180.1020393597181
2892,-578.2710427157889,0,0.01,-180.35360112698024
2893,-139.48949390567816,0,0.01,-179.73670591833528
2894,-289.919171735993,0,0.01,-179.66908780784615
2895,-97.96171411729952,0,0.01,-181.02251984535292
2896,-348.9789982679882,0,0.01,-178.24188855691654
2897,-197.35655761022343,0,0.01,-173.48177479496047
2898,-624.8465054094451,0,0.01,-176.04317295098343
2899,-240.56624101863477,0,0.01,-175.21705675728376
2900,-421.8911824854157,0,0.01,-179.55581339347629
2901,-320.84857212412544,0,0.01,-180.79920584370444
2902,41.946691399061095,5,0.01,-177.21873736076384
2903,-86.80476193023904,0,0.01,-173.49687312158983
2904,-685.1467321637442,0,0.01,-178.83590981017906
2905,-643.989239826698,0,0.01,-184.5046569733057
2906,3.8178579925356786,44,0.01,-178.56411947802738
2907,-241.0686214487589,0,0.01,-181.14961433268505
2908,43.726524222716144,36,0.01,-180.9605211223275
2909,13.970462462611207,1,0.01,-177.25364696371784
2910,-359.8292437899113,0,0.01,-181.03359967880624
2911,-165.55348102923392,0,0.01,-179.39055810751896
2912,-298.2898720574902,0,0.01,-182.19962293371506
2913,-144.2276859364401,0,0.01,-183.78454728481472
2914,-514.4766091138777,0,0.01,-188.75949139682814
2915,-132.90600594639488,0,0.01,-190.13545652422943
2916,42.91354867454383,27,0.01,-189.86995454938514
2917,-591.7664593669775,0,0.01,-195.4228123839035
2918,-588.0312754580877,0,0.01,-201.61009104556055
2919,-171.31795790554224,0,0.01,-203.53963096387577
2920,-212.05369866693968,0,0.01,-205.6843181763536
2921,-38.486660075706084,0,0.01,-206.42691059008772
2922,-425.4425023450478,0,0.01,-211.1074631261798
2923,-641.2228360999259,0,0.01,-217.5462542928103
2924,-677.1536485430746,0,0.01,-224.49557021646535
2925,-84.11785437410248,0,0.01,-225.56052394239816
2926,-131.6513450854644,0,0.01,-227.0073718710633
2927,-630.1930508348419,0,0.01,-233.59597939573715
2928,3.8812092716603597,15,0.01,-226.61679538912216
2929,-526.1007522618864,0,0.01,-232.2432656206906
2930,39.77070486083786,49,0.01,-232.2683773277032
2931,-286.4920665063533,0,0.01,-229.830875043638
2932,-320.7096127848942,0,0.01,-233.3731319138013
2933,40.94794391473432,18,0.01,-231.21579787485086
2934,30.476484497241408,32,0.01,-231.27122573196607
2935,4.767917362699052,48,0.01,-231.62433489124422
2936,-517.4293330632481,0,0.01,-236.93411603983958
2937,17.65597580719182,30,0.01,-233.5644027193319
2938,30.86867881083914,4,0.01,-226.7334713482681
2939,-203.25729922585805,0,0.01,-225.68708765982893
2940,11.338856889179816,4,0.01,-220.61299188362423
2941,-30.741265270140843,29,0.01,-214.09462234004522
2942,-555.5220533105171,0,0.01,-219.16133707198685
2943,47.60182663111367,13,0.01,-219.17075537603188
2944,-332.44847515831873,0,0.01,-218.84997400623678
2945,-630.4191040275347,0,0.01,-225.36459153885343
2946,-550.5244036812333,0,0.01,-228.83209427214487
2947,-602.1629912318264,0,0.01,-233.85579035322985
2948,-36.500713938732986,6,0.01,-232.88541060170652
2949,-13.515139448200784,32,0.01,-231.99753665804496
2950,-17.66662079226228,0,0.01,-232.27103643032032
2951,4.784776579736703,19,0.01,-230.24654018864277
2952,29.683245400266504,4,0.01,-230.0886159384015
2953,-264.93935741525286,0,0.01,-226.1928186259469
2954,15.151829058862846,4,0.01,-220.0558753313138
2955,-375.86235988002505,0,0.01,-220.62553980041505
2956,-525.6827389081392,0,0.01,-223.68272628906305
2957,2.31865763936337,1,0.01,-220.68518444569207
2958,21.48695731695605,31,0.01,-214.87766923010523
2959,-536.4507435740884,0,0.01,-214.51063633635383
2960,-440.5918754478739,0,0.01,-219.07027812297525
2961,-82.35218977744938,0,0.01,-219.7127335974993
2962,2.4796051917634134,1,0.01,-213.49680427782366
2963,-477.82482433925856,0,0.01,-218.4095834766934
2964,28.551172660255364,4,0.01,-216.66356484579492
2965,-149.37560307256285,0,0.01,-212.53370758102847
2966,4.7185984472187075,3,0.01,-207.14867965413086
2967,11.7499765823206,45,0.01,-206.1939277385775
2968,40.58555358138494,3,0.01,-201.28731510311846
2969,-159.10733397606634,0,0.01,-200.78123341813946
2970,24.457689028617093,3,0.01,-199.1285111993094
2971,-578.5745350629065,0,0.01,-205.0606706891965
2972,48.661669268544756,20,0.01,-199.22605589487375
2973,-542.4918222859357,0,0.01,-204.94170193325385
2974,28.90260001637776,21,0.01,-204.70199762980945
2975,-213.4940424104684,0,0.01,-206.98912486546593
2976,-12.418703629627885,0,0.01,-206.58514963367884
2977,-147.0414493531291,0,0.01,-205.46284834565088
2978,-629.5225341818165,0,0.01,-211.5253011274557
2979,-34.318789694656914,29,0.01,-208.61537320260427
2980,48.896095392934896,50,0.01,-208.34936637805862
2981,-440.5013672611963,0,0.01,-213.04663700243955
2982,-418.39831478248715,0,0.01,-213.17374376895043
2983,43.800699140758056,26,0.01,-209.70920290668684
2984,-282.0981233503272,0,0.01,-212.64473172337836
2985,12.853329383011326,25,0.01,-210.60121675161528
2986,1.1790614231141652,41,0.01,-210.91806486000303
2987,22.826715889212917,7,0.01,-210.89087490991378
2988,18.145276734735567,22,0.01,-210.7358625100742
2989,27.241218134045496,2,0.01,-210.71057377824062
2990,9.454636059526456,22,0.01,-210.3025667789017
2991,-212.19381961396013,0,0.01,-210.48975334381353
2992,-446.21834629332983,0,0.01,-209.16922637958893
2993,38.194532972687725,4,0.01,-207.39238611080526
2994,7.61434854247287,6,0.01,-204.4170509080206
2995,9.36072999129773,37,0.01,-203.34382646693462
2996,45.79655704437981,34,0.01,-199.39607091381095
2997,-108.00431715454238,0,0.01,-198.50254850925415
2998,39.60328765003206,19,0.01,-191.85805057865937
2999,5.752263329385156,5,0.01,-189.3948655351792
3000,33.995409347913224,1,0.01,-184.83599961684592
3001,-498.32238825697135,0,0.01,-186.61073777817438
3002,4.62954994436247,9,0.01,-186.98390919272137
3003,11.139170097808245,30,0.01,-186.0044698724409
3004,0.42429364790931956,31,0.01,-179.14875961432435
3005,-676.2329639245266,0,0.01,-179.47119685530262
3006,-600.961371617607,0,0.01,-185.518989151404
3007,38.54017803939678,17,0.01,-182.72290115652248
3008,3.1222352903571244,6,0.01,-183.12894404584608
3009,-414.0548184801505,0,0.01,-187.4091968552737
3010,11.882593235807855,4,0.01,-183.69207848501654
3011,43.224503814803434,20,0.01,-181.60429863657617
3012,-381.75029833169924,0,0.01,-182.43890289931824
3013,-33.566201824776556,2,0.01,-181.33228805820156
3014,11.267100172526412,17,0.01,-176.07485096533753
3015,43.063585608408886,20,0.01,-174.31515504978952
3016,-390.37539232269387,0,0.01,-178.6480444597619
3017,41.64625478177584,25,0.01,-172.3139173182744
3018,-364.6177449283625,0,0.01,-170.07978201297712
3019,18.350249060708656,2,0.01,-168.18309994331463
3020,16.420614924997142,7,0.01,-165.8983568073952
3021,-650.5676216036593,0,0.01,-172.01916642267474
3022,45.763138934751105,31,0.01,-167.30711000987677
3023,47.29265481120406,49,0.01,-160.42195510076547
3024,1.4544159834622352,2,0.01,-153.6358744555001
3025,-368.3633335144173,0,0.01,-156.47832924690323
3026,-523.1630888496223,0,0.01,-160.3934466845448
3027,-106.69855006491059,0,0.01,-155.15850167684548
3028,14.893454518445948,32,0.01,-155.04837922437767
3029,-506.37930167044806,0,0.01,-154.85116471846325
3030,33.6096189994276,11,0.01,-154.91277557707735
3031,11.873396838654738,25,0.01,-151.92912094362728
3032,39.57273843667335,3,0.01,-148.32629743141163
3033,-136.71671577244047,0,0.01,-150.10294402828336
3034,9.919660137862316,4,0.01,-150.30851227187716
3035,35.38494600420863,34,0.01,-150.00234198546207
3036,-323.94462816882765,0,0.01,-148.06749493651785
3037,-130.08516724333305,0,0.01,-149.54490636702312
3038,-139.15290567303532,0,0.01,-151.24512221186183
3039,43.97707116060667,48,0.01,-148.7727785079972
3040,-353.04344891474756,0,0.01,-152.4166015660365
3041,30.00272136965801,1,0.01,-151.8091616996385
3042,-375.07319893110554,0,0.01,-150.0046731558444
3043,-307.7636268241365,0,0.01,-153.55832769039688
3044,-20.499048434504232,32,0.01,-150.43883342315874
3045,26.336204933968258,15,0.01,-143.87128033354372
3046,-247.69298778944358,0,0.01,-140.84296617462581
3047,15.120041876359736,17,0.01,-134.67013584354393
3048,-592.9387328488413,0,0.01,-140.23451603264505
3049,-218.63598299545686,0,0.01,-142.2857244681176
3050,-207.24199445895886,0,0.01,-144.18147820478455
3051,28.456839646960262,19,0.01,-143.9447575741123
3052,40.21249287155354,36,0.01,-143.83946509939946
3053,20.02067847598961,45,0.01,-140.98986474048704
3054,-249.29103101570905,0,0.01,-143.63429334123276
3055,-176.7718910151072,0,0.01,-141.64338865258358
3056,23.807239376505613,46,0.01,-136.14848886973712
3057,-153.85244835277234,0,0.01,-137.71019992965847
3058,-358.2877175812089,0,0.01,-141.50794667864014
3059,-696.6996546523246,0,0.01,-143.11043578942247
3060,-234.80061985896927,0,0.01,-141.05252323353344
3061,-22.78392100385156,39,0.01,-140.45684054579743
3062,-556.3122468892312,0,0.01,-146.0447590666074
3063,26.353224488710634,4,0.01,-141.0029785783277
3064,-444.2544164457903,0,0.01,-145.7310344693882
3065,29.447838577365673,38,0.01,-143.94280005288888
3066,34.37232725616001,20,0.01,-143.64626276479947
3067,-617.7847811959023,0,0.01,-149.9416103425817
3068,-497.74630003588567,0,0.01,-155.3249288787544
3069,-128.83702888378232,0,0.01,-155.02222582783156
3070,-500.49997335057566,0,0.01,-160.2718024516235
3071,16.70230081592466,3,0.01,-154.31903409283518
3072,42.44323317779432,35,0.01,-154.3812184537427
3073,-185.14754041491966,0,0.01,-150.80777563503253
3074,-92.29835783089007,0,0.01,-152.01978521350523
3075,-679.5534756445934,0,0.01,-156.68037954584648
3076,-239.87991713915892,0,0.01,-158.9549916809418
3077,-166.84159516589398,0,0.01,-159.1529931390694
3078,34.38659763779915,18,0.01,-152.51390182087326
3079,-396.2258028303554,0,0.01,-156.13297195223024
3080,-239.24017159186775,0,0.01,-159.01433462207828
3081,-47.0188303778057,0,0.01,-155.07950925324437
3082,-209.10603858215336,0,0.01,-152.986586491241
3083,-640.9966863729035,0,0.01,-159.83456034637763
3084,-219.1861187989199,0,0.01,-159.20544030086356
3085,-532.2950410538994,0,0.01,-164.6569240052327
3086,-262.5752431742426,0,0.01,-167.29446705120625
3087,-493.44402684112686,0,0.01,-172.45717447850961
3088,15.246290755538437,23,0.01,-172.4861643383016
3089,4.307994695998859,4,0.01,-172.7154965726821
3090,-195.2924170990487,0,0.01,-174.76296710426786
3091,49.82860652635158,5,0.01,-172.1427428428647
3092,-520.1659036774213,0,0.01,-172.88221841670563
3093,-127.63966979149018,0,0.01,-174.5405604443474
3094,-436.11081308713665,0,0.01,-178.9778120606435
3095,16.338819570705667,46,0.01,-178.9080311648494
3096,-186.474207792063,0,0.01,-181.23073881321386
3097,10.130321510949104,43,0.01,-180.049392426559
3098,-366.2685228969665,0,0.01,-184.10811053202895
3099,43.05717515516582,44,0.01,-183.73506141377118
3100,20.751296963967945,45,0.01,-183.86750253761065
3101,-140.93533595277347,0,0.01,-180.2936320145686
3102,-32.445454641855235,8,0.01,-180.6643820604308
3103,27.1241827868121,0,0.01,-180.50453193354076
3104,-128.78855353353666,0,0.01,-181.79666040535525
3105,-553.5048426205876,0,0.01,-180.56937919231584
3106,-119.43157097409107,0,0.01,-175.75408118588064
3107,42.62729961325971,19,0.01,-175.713209970142
3108,14.753710367895113,52,0.01,-175.59689521936664
3109,-624.3467130399856,0,0.01,-177.69981416496495
3110,-27.95093104105507,0,0.01,-178.0981494077336
3111,46.6572592595465,1,0.01,-178.06382185328619
3112,-191.02907253581452,0,0.01,-176.15660959532727
3113,-256.19687458648264,0,0.01,-178.38291632294437
3114,-11.33921575305186,0,0.01,-178.60897948220017
3115,15.681626943329597,31,0.01,-178.88279906885094
3116,-162.1563400554395,0,0.01,-176.60060854617842
3117,15.964288620815857,1,0.01,-176.857428207788
3118,-646.991029263716,0,0.01,-179.68116105114154
3119,-233.8774532734364,0,0.01,-182.20343807448302
3120,-196.93274254769358,0,0.01,-184.33697164920991
3121,-198.54570241936193,0,0.01,-179.81675245736693
3122,-673.319214394521,0,0.01,-187.00757599065963
3123,-448.78787142154687,0,0.01,-191.96838125298717
3124,-125.7009413572747,0,0.01,-193.23993482639452
3125,-302.96468614457416,0,0.01,-192.5859483526961
3126,35.74233320098516,25,0.01,-186.99689413219
3127,29.268732420829586,56,0.01,-185.6372213073326
3128,-279.746630285126,0,0.01,-188.5836221553683
3129,29.031115184369693,28,0.01,-183.22951798682013
3130,-11.301390250021086,23,0.01,-183.67862807931462
3131,25.916658183390055,3,0.01,-183.53819546586732
3132,-15.818228392255946,20,0.01,-184.09210513415655
3133,-544.7900620829081,0,0.01,-188.1728385972613
3134,-489.53547471056754,0,0.01,-193.16738994574555
3135,8.984860195421243,28,0.01,-193.43139080383347
3136,-544.0468370894483,0,0.01,-195.63241289303966
3137,-533.5891045033438,0,0.01,-199.66745226563978
3138,-169.23166767429632,0,0.01,-199.96823988565234
3139,-559.3510903514377,0,0.01,-206.0015215007728
3140,2.523980215144344,10,0.01,-202.44584720947384
3141,44.31513481331636,37,0.01,-202.30272307503728
3142,32.093493506014084,5,0.01,-198.2310561506661
3143,-489.39866677587145,0,0.01,-200.04740655018347
3144,13.227187197426279,5,0.01,-199.71014419386415
3145,-85.69857919546894,0,0.01,-200.83049203515853
3146,40.707788446654774,21,0.01,-197.94648427279753
3147,-227.29341675607844,0,0.01,-200.37061885912192
3148,5.712059399455333,10,0.01,-194.38411093663896
3149,-138.56978299164803,0,0.01,-193.58344893660092
3150,-35.05854888217465,49,0.01,-191.86161448083303
3151,-18.818447949572715,18,0.01,-192.33436735679837
3152,42.089597274162536,54,0.01,-192.31559631277221
3153,30.289261345590152,56,0.01,-192.21291048407625
3154,-89.54810960377597,0,0.01,-190.61548126995692
3155,-125.2020108636732,0,0.01,-190.09978246844258
3156,-254.82105398410857,0,0.01,-192.88606540204873
3157,38.39000443066385,44,0.01,-190.9636408742144
3158,-110.64728454673258,0,0.01,-188.4872365438696
3159,-329.9364441285537,0,0.01,-184.81960443863193
3160,8.284658606781608,3,0.01,-182.3887516539744
3161,16.550147722271603,10,0.01,-181.99541096671317
3162,27.093605386676824,4,0.01,-176.16135244395412
3163,-314.9659104592112,0,0.01,-179.57454379343332
3164,36.077985112243674,46,0.01,-174.771219777853
3165,-209.85321601715395,0,0.01,-177.1642303237982
3166,-311.61322006496914,0,0.01,-180.62408579700946
3167,-627.3621872444704,0,0.01,-180.71985985749518
3168,39.80220954623414,40,0.01,-175.34437476167398
3169,9.043985978787585,2,0.01,-173.96556461304826
3170,-441.8131500481,0,0.01,-173.3786963800235
3171,7.963760736211143,21,0.01,-173.46608178082064
3172,5.014309643158099,2,0.01,-173.84037101616698
3173,26.16087386344892,19,0.01,-171.72728687338332
3174,-55.39417779558008,0,0.01,-171.3582450730302
3175,-173.83613956954434,0,0.01,-166.30107171227974
3176,45.64928095681244,3,0.01,-163.44577973132
3177,-70.160850582222,0,0.01,-162.4789722854833
3178,-418.30889711361937,0,0.01,-167.0059272329975
3179,46.19105502345197,36,0.01,-162.5817586544594
3180,-297.9028600776297,0,0.01,-163.168385539317
3181,-172.99699952870634,0,0.01,-164.428167230826
3182,-136.34338765987056,0,0.01,-163.70054072160318
3183,-500.0351743078621,0,0.01,-162.2909256009528
3184,-371.40110318211447,0,0.01,-163.8130754447847
3185,7.3549230808009805,1,0.01,-158.41657580343772
3186,-41.499599346330626,7,0.01,-156.20581936515862
3187,-389.78621639012727,0,0.01,-155.1692412606486
3188,14.50820979978104,3,0.01,-155.17662207020618
3189,-75.23801670420443,0,0.01,-155.9720821842082
3190,-227.39612230868772,0,0.01,-156.29311923630462
3191,44.1467560408464,14,0.01,-156.3499377411597
3192,-551.3904037198654,0,0.01,-156.6621827415841
3193,-191.69021244353718,0,0.01,-157.30268816810457
3194,47.38180123324164,4,0.01,-152.4677620249008
3195,-615.797614754403,0,0.01,-158.78912636815187
3196,47.976608750181626,57,0.01,-156.44461820272943
3197,31.365798102097475,2,0.01,-156.23226343681793
3198,10.372491921581581,1,0.01,-152.46585328863247
3199,25.79901601132911,55,0.01,-152.6384348800708
3200,-269.8018926519074,0,0.01,-155.54396677622955
3201,30.551603288663063,3,0.01,-153.8290973838152
3202,29.018820867359278,1,0.01,-153.21445462872305
3203,-529.7616969549854,0,0.01,-158.78331342614104
3204,-19.039532733828025,40,0.01,-157.68582321814395
3205,-451.3956120611027,0,0.01,-156.66473091254912
3206,-370.0977355242845,0,0.01,-159.17139255805102
3207,-122.88765824580665,0,0.01,-160.8265421366417
3208,-544.9215132843547,0,0.01,-166.42329437316417
3209,26.91981582908719,5,0.01,-159.9106290844735
3210,37.986387902465495,47,0.01,-159.25125589503827
3211,-610.0639366954251,0,0.01,-165.818467854588
3212,5.253620498838071,22,0.01,-163.85564092424144
3213,16.714556498672188,25,0.01,-161.12652661338993
3214,-328.34630814669305,0,0.01,-164.29659753732633
3215,8.908228097029674,8,0.01,-164.36433152578934
3216,-625.6705838652235,0,0.01,-168.99947396388717
3217,-406.7891947504561,0,0.01,-173.2270087975999
3218,-132.40725703023622,0,0.01,-168.08117107526513
3219,15.696586501203324,31,0.01,-165.5854306775187
3220,10.583359833162303,24,0.01,-163.51026965371014
3221,11.63878413743188,36,0.01,-161.40842478814216
3222,-11.660044695020872,0,0.01,-154.79183309114717
3223,42.27905973017318,4,0.01,-149.88116377962996
3224,4.950903427363587,56,0.01,-148.57464533178359
3225,-592.6571025213344,0,0.01,-151.4715694955512
3226,20.082025974480363,26,0.01,-151.62817256781625
3227,-252.1248776295206,0,0.01,-154.44210866831975
3228,31.93618225572799,8,0.01,-151.32528054291123
3229,29.209504416263126,5,0.01,-151.3234966505923
3230,-408.53415275243253,0,0.01,-155.2958242756164
3231,-277.1921045138074,0,0.01,-158.32691190258834
3232,26.62955924609552,37,0.01,-157.90243402620484
3233,-308.76469725295203,0,0.01,-155.5421803779053
3234,-115.47744272725379,0,0.01,-151.80160005807215
3235,-93.67827817817448,0,0.01,-152.8282314418081
3236,24.36634456702016,29,0.01,-147.14409962524343
3237,-14.95430473274223,32,0.01,-141.9577516275374
3238,4.353562456337267,5,0.01,-140.22189932623104
3239,-669.5995185691766,0,0.01,-141.32438360840845
3240,-627.5604310290485,0,0.01,-147.62522772085038
3241,22.939008771365273,37,0.01,-147.8389889812699
3242,-10.885580693348686,3,0.01,-148.26877972326352
3243,49.38106756749741,1,0.01,-142.88098237982982
3244,-625.5508676414215,0,0.01,-149.26876292821828
3245,-272.4642368198472,0,0.01,-151.13641950446208
3246,-523.7859627028132,0,0.01,-156.78135701595676
3247,33.67398766581723,35,0.01,-154.17168297173782
3248,-330.54381191892855,0,0.01,-157.53424168492168
3249,-116.91548961381056,0,0.01,-157.3176987511433
3250,28.203488468447734,4,0.01,-156.68507837763707
3251,-222.32486247884384,0,0.01,-158.72014252292976
3252,16.220351485613186,19,0.01,-158.97883498081524
3253,15.670203140861497,47,0.01,-159.12502556286253
3254,9.940324411222223,11,0.01,-158.13014122271255
3255,39.1243932705736,53,0.01,-156.4868771813701
3256,-15.33467503233544,8,0.01,-154.0920133918524
3257,-692.3192651502222,0,0.01,-161.39910608766124
3258,-466.08093195353473,0,0.01,-164.95344256172928
3259,-80.16111594341976,0,0.01,-162.4556892798779
3260,-142.22731389011201,0,0.01,-163.96080900484685
3261,-178.88625917991203,0,0.01,-165.9151730738687
3262,30.079723742871774,1,0.01,-165.88531189030675
3263,-252.96600030893728,0,0.01,-165.265312788804
3264,-393.0310643318158,0,0.01,-169.55640328324458
3265,-542.7027565535228,0,0.01,-172.8848986886083
3266,-457.8849888551589,0,0.01,-174.3476163765102
3267,-381.4049912040376,0,0.01,-171.88804441610588
3268,-689.7152922841435,0,0.01,-179.18321943440966
3269,21.12051672464342,2,0.01,-179.06245412695108
3270,-327.9076939643286,0,0.01,-177.92339956611337
3271,48.27786484772276,10,0.01,-177.52025852499824
3272,-49.38788573853461,2,0.01,-178.06428047881516
3273,-120.91926559867909,0,0.01,-179.53508187343647
3274,-62.52351199719027,0,0.01,-179.60637521545257
3275,-159.44020499675764,0,0.01,-179.4624158697247
3276,10.697349436512194,14,0.01,-179.8119351849277
3277,-579.0435376006263,0,0.01,-184.90076205511178
3278,-10.967707477944543,0,0.01,-180.82735015875497
3279,-166.07769522145978,0,0.01,-182.95003766120405
3280,15.5024019822719,35,0.01,-179.81598504060509
3281,-461.4492283521905,0,0.01,-182.70050732883988
3282,-650.6649345618401,0,0.01,-187.84372279785958
3283,-227.4080478871832,0,0.01,-185.11745153365283
3284,-252.43433950818337,0,0.01,-183.92778389691352
3285,-539.6509347251388,0,0.01,-189.39784247497292
