Episode,Score,Pipes_Surpassed,Epsilon,Mean_Score_Last_100
158,-89.0,0,0.00998645168764533,-8.365
159,-89.0,0,0.00998645168764533,-8.805
160,-89.0,0,0.00998645168764533,-10.18
161,-3.0,1,0.00998645168764533,-9.78
162,2.0,1,0.00998645168764533,-9.34
163,-50.0,0,0.00998645168764533,-9.405
164,-49.5,0,0.00998645168764533,-9.47
165,12.0,1,0.00998645168764533,-8.915
166,2.0,1,0.00998645168764533,-8.48
167,-89.0,0,0.00998645168764533,-8.935
168,235.0,3,0.00998645168764533,-5.835
169,-66.0,0,0.00998645168764533,-5.745
170,-61.5,0,0.00998645168764533,-5.945
171,-41.5,0,0.00998645168764533,-5.61
172,-40.0,0,0.00998645168764533,-6.15
173,12.0,1,0.00998645168764533,-5.28
174,50.0,1,0.00998645168764533,-4.355
175,-41.0,0,0.00998645168764533,-5.0
176,-66.5,0,0.00998645168764533,-5.235
177,100.0,2,0.00998645168764533,-3.485
178,-49.0,0,0.00998645168764533,-3.225
179,14.5,1,0.00998645168764533,-2.19
180,51.0,1,0.00998645168764533,-1.25
181,51.0,1,0.00998645168764533,0.01
182,-41.5,0,0.00998645168764533,0.345
183,-43.0,0,0.00998645168764533,0.665
184,-42.0,0,0.00998645168764533,0.675
185,-68.5,0,0.00998645168764533,0.42
